age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
34;management;married;tertiary;no;443;no;no;cellular;18;jun;235;3;-1;0;unknown;yes
49;management;married;tertiary;no;395;no;no;cellular;10;dec;336;5;-1;0;unknown;yes
37;services;married;secondary;no;1543;yes;no;cellular;22;may;298;1;10;6;failure;yes
68;retired;single;tertiary;no;2144;no;no;cellular;26;jan;708;1;96;3;success;yes
60;retired;divorced;secondary;no;545;yes;no;unknown;6;may;1030;1;-1;0;unknown;yes
49;blue-collar;divorced;secondary;no;10613;no;yes;cellular;4;feb;1226;1;-1;0;unknown;yes
56;admin.;divorced;secondary;no;1693;no;no;cellular;26;oct;238;4;442;4;failure;yes
62;retired;divorced;tertiary;no;0;no;no;cellular;13;nov;227;2;-1;0;unknown;yes
57;technician;married;primary;no;3376;yes;no;telephone;2;jun;421;2;-1;0;unknown;yes
61;retired;married;secondary;no;1853;no;no;telephone;10;aug;520;1;181;2;success;yes
27;self-employed;single;tertiary;no;168;no;no;cellular;12;nov;123;1;196;1;success;yes
52;blue-collar;married;secondary;no;955;no;yes;cellular;17;jun;301;2;134;4;success;yes
50;admin.;married;secondary;no;706;yes;no;cellular;6;aug;1250;4;-1;0;unknown;yes
60;admin.;married;unknown;no;4629;yes;no;cellular;27;oct;624;1;-1;0;unknown;yes
36;services;married;secondary;no;2984;yes;no;unknown;2;jun;394;1;-1;0;unknown;yes
24;student;single;secondary;no;387;no;no;telephone;4;may;340;8;-1;0;unknown;yes
71;retired;married;tertiary;no;2887;no;no;cellular;30;jun;128;1;-1;0;unknown;yes
50;technician;married;secondary;no;3654;no;no;cellular;29;oct;215;2;78;2;other;yes
25;management;married;tertiary;no;-242;yes;yes;cellular;18;may;600;4;332;4;other;yes
44;management;married;primary;no;4758;yes;no;cellular;22;jul;712;6;-1;0;unknown;yes
52;technician;divorced;secondary;no;1005;yes;no;cellular;2;jun;195;1;-1;0;unknown;yes
50;entrepreneur;married;tertiary;no;230;no;no;telephone;30;jul;1089;4;-1;0;unknown;yes
25;admin.;single;secondary;no;122;yes;no;cellular;7;may;481;2;-1;0;unknown;yes
38;technician;married;tertiary;no;4383;no;no;cellular;4;feb;1381;4;-1;0;unknown;yes
32;technician;single;secondary;no;0;no;no;cellular;18;aug;594;4;-1;0;unknown;yes
43;blue-collar;single;primary;no;0;no;no;cellular;9;jul;1242;1;-1;0;unknown;yes
28;admin.;married;secondary;no;330;no;no;cellular;2;dec;357;1;188;3;other;yes
60;retired;divorced;tertiary;no;439;no;yes;cellular;25;may;464;1;321;1;failure;yes
58;technician;married;secondary;no;99;no;no;telephone;22;sep;396;2;-1;0;unknown;yes
30;technician;married;secondary;no;776;no;no;cellular;30;apr;861;2;-1;0;unknown;yes
31;admin.;married;secondary;no;97;yes;no;unknown;19;may;607;1;-1;0;unknown;yes
25;blue-collar;single;secondary;no;0;no;no;cellular;23;apr;163;1;-1;0;unknown;yes
44;entrepreneur;married;tertiary;no;121;no;no;cellular;10;aug;412;1;-1;0;unknown;yes
45;technician;married;secondary;no;1998;no;no;cellular;4;may;237;5;-1;0;unknown;yes
30;self-employed;married;tertiary;no;2666;no;no;cellular;4;feb;467;1;-1;0;unknown;yes
31;management;single;tertiary;no;3384;no;no;cellular;16;sep;153;1;104;2;success;yes
66;retired;married;primary;no;3629;no;no;cellular;2;feb;474;1;172;2;other;yes
55;management;divorced;tertiary;no;0;no;no;cellular;22;oct;360;5;-1;0;unknown;yes
78;retired;divorced;primary;no;229;no;no;telephone;22;oct;97;1;-1;0;unknown;yes
37;technician;married;secondary;no;1;yes;no;unknown;6;may;608;1;-1;0;unknown;yes
35;unemployed;married;secondary;no;978;no;no;cellular;29;dec;1370;3;209;3;success;yes
30;blue-collar;married;secondary;no;167;yes;no;cellular;10;jul;255;1;-1;0;unknown;yes
40;management;married;secondary;no;406;yes;no;unknown;12;jun;577;2;-1;0;unknown;yes
34;self-employed;single;tertiary;no;9962;no;no;cellular;20;aug;474;1;-1;0;unknown;yes
48;blue-collar;married;secondary;no;1405;yes;no;unknown;14;may;629;2;-1;0;unknown;yes
55;technician;married;tertiary;no;1320;no;no;cellular;28;jul;340;1;91;2;success;yes
47;blue-collar;divorced;primary;no;603;yes;yes;cellular;8;may;1080;1;-1;0;unknown;yes
40;services;married;secondary;no;1836;yes;no;cellular;12;may;750;2;-1;0;unknown;yes
34;unemployed;married;secondary;no;978;no;no;cellular;3;jun;262;2;71;1;success;yes
29;unemployed;single;primary;no;1374;no;no;cellular;17;nov;309;3;208;4;success;yes
35;technician;married;secondary;no;545;yes;no;cellular;16;apr;1579;1;234;4;failure;yes
29;admin.;married;secondary;no;7707;yes;no;cellular;29;apr;961;2;334;2;failure;yes
28;technician;single;secondary;no;227;no;no;cellular;30;apr;278;1;-1;0;unknown;yes
29;services;divorced;secondary;no;84;yes;no;cellular;13;apr;1101;2;-1;0;unknown;yes
45;admin.;married;secondary;no;149;yes;no;unknown;23;may;893;3;-1;0;unknown;yes
36;services;single;secondary;no;0;yes;no;cellular;15;may;1002;4;-1;0;unknown;yes
35;blue-collar;single;secondary;no;3623;no;no;telephone;30;oct;160;1;-1;0;unknown;yes
28;technician;married;secondary;no;742;no;no;cellular;26;may;236;1;-1;0;unknown;yes
55;entrepreneur;married;secondary;no;27624;no;no;telephone;3;jun;437;1;-1;0;unknown;yes
25;management;single;tertiary;no;219;no;no;cellular;4;aug;576;1;96;1;success;yes
37;entrepreneur;married;tertiary;no;1649;no;yes;cellular;1;jul;140;3;-1;0;unknown;yes
34;services;married;secondary;no;1337;no;no;cellular;12;aug;255;2;104;1;success;yes
41;admin.;married;secondary;no;14968;no;no;cellular;23;jul;1360;4;-1;0;unknown;yes
57;technician;married;secondary;no;589;yes;no;cellular;11;aug;167;1;190;5;failure;yes
41;blue-collar;married;primary;no;219;no;yes;unknown;18;jun;1574;3;-1;0;unknown;yes
57;technician;married;tertiary;no;1181;no;no;cellular;29;jul;169;2;182;2;success;yes
67;retired;married;secondary;no;1443;no;no;cellular;8;apr;245;1;-1;0;unknown;yes
33;admin.;married;secondary;no;920;no;no;cellular;16;nov;130;1;95;2;failure;yes
56;admin.;married;secondary;no;602;no;no;cellular;14;jun;458;1;130;8;success;yes
60;management;married;tertiary;no;13546;no;no;cellular;17;apr;452;3;-1;0;unknown;yes
27;services;married;secondary;no;0;yes;no;cellular;22;jul;1608;13;-1;0;unknown;yes
26;blue-collar;single;primary;no;941;no;no;cellular;29;jan;1165;1;-1;0;unknown;yes
28;unemployed;married;tertiary;no;482;no;no;cellular;25;may;119;1;-1;0;unknown;yes
50;technician;divorced;secondary;no;-54;yes;yes;cellular;13;may;698;2;292;1;failure;yes
30;technician;single;tertiary;no;0;yes;no;cellular;5;jun;159;2;-1;0;unknown;yes
65;retired;married;secondary;no;2;no;no;cellular;14;apr;450;1;-1;0;unknown;yes
47;technician;married;secondary;no;1219;no;no;cellular;18;aug;697;4;-1;0;unknown;yes
26;services;single;tertiary;no;12;no;no;cellular;14;jun;563;1;181;10;failure;yes
78;retired;married;unknown;no;3208;no;no;telephone;20;may;351;3;-1;0;unknown;yes
34;admin.;married;tertiary;no;0;no;no;cellular;30;jul;292;1;183;2;success;yes
20;blue-collar;single;secondary;no;76;yes;no;cellular;18;may;639;2;-1;0;unknown;yes
29;management;single;tertiary;no;1445;no;no;cellular;4;dec;271;2;-1;0;unknown;yes
71;retired;married;secondary;no;1696;no;no;cellular;6;oct;486;1;-1;0;unknown;yes
32;self-employed;single;tertiary;no;1249;yes;no;cellular;19;nov;472;1;-1;0;unknown;yes
27;technician;single;secondary;no;643;no;no;telephone;14;oct;301;1;93;1;success;yes
21;entrepreneur;single;tertiary;no;2077;no;no;cellular;5;aug;323;1;-1;0;unknown;yes
48;unemployed;single;tertiary;no;3229;no;no;unknown;16;jun;1089;1;-1;0;unknown;yes
26;services;single;secondary;no;110;no;no;cellular;30;jan;1136;2;-1;0;unknown;yes
25;admin.;single;secondary;no;483;no;yes;cellular;3;feb;189;1;-1;0;unknown;yes
34;technician;married;tertiary;no;127;no;no;cellular;3;jun;117;1;-1;0;unknown;yes
36;management;single;tertiary;no;-78;yes;no;unknown;2;jun;1068;1;-1;0;unknown;yes
45;housemaid;married;secondary;no;360;no;no;cellular;3;nov;215;1;-1;0;unknown;yes
39;student;single;tertiary;no;2103;no;no;cellular;2;feb;588;1;-1;0;unknown;yes
30;management;single;tertiary;no;697;no;no;cellular;29;oct;215;3;80;5;success;yes
25;student;single;secondary;no;1957;no;no;cellular;24;jun;1207;4;385;1;failure;yes
28;technician;single;secondary;no;1363;no;no;cellular;27;feb;79;1;-1;0;unknown;yes
60;services;married;tertiary;no;4256;yes;no;cellular;16;aug;239;3;761;1;other;yes
44;admin.;single;secondary;no;1534;no;no;cellular;10;nov;95;1;95;3;success;yes
87;retired;divorced;primary;no;6746;no;no;telephone;21;oct;749;1;-1;0;unknown;yes
33;admin.;single;tertiary;no;7608;no;no;cellular;30;mar;238;4;-1;0;unknown;yes
59;technician;married;secondary;no;116;no;no;cellular;11;feb;268;1;183;7;success;yes
80;housemaid;married;primary;no;0;no;no;cellular;23;feb;639;1;189;1;failure;yes
43;management;divorced;tertiary;no;2367;no;no;cellular;22;sep;83;1;113;3;success;yes
36;technician;single;tertiary;no;962;yes;no;cellular;8;may;568;1;-1;0;unknown;yes
42;admin.;divorced;secondary;no;527;no;yes;cellular;20;apr;112;1;-1;0;unknown;yes
59;retired;divorced;tertiary;no;3444;no;no;cellular;6;feb;241;2;-1;0;unknown;yes
31;blue-collar;married;secondary;no;2910;yes;no;unknown;23;may;1392;2;-1;0;unknown;yes
33;admin.;married;tertiary;no;79;yes;no;cellular;5;may;389;1;195;4;success;yes
62;self-employed;divorced;tertiary;no;6;yes;no;cellular;13;oct;216;1;183;4;success;yes
36;blue-collar;married;primary;no;378;yes;no;cellular;5;may;1240;1;-1;0;unknown;yes
41;services;married;secondary;no;471;yes;no;cellular;13;may;954;2;293;4;success;yes
40;management;married;tertiary;no;66;no;no;cellular;13;aug;737;4;-1;0;unknown;yes
52;management;married;tertiary;no;4675;no;no;cellular;12;feb;181;3;-1;0;unknown;yes
60;admin.;married;unknown;no;478;no;no;cellular;19;jul;173;2;311;8;failure;yes
53;management;married;tertiary;no;1624;no;no;cellular;6;aug;107;1;98;6;success;yes
33;admin.;single;tertiary;no;272;yes;no;cellular;1;jun;326;1;237;2;failure;yes
28;technician;single;tertiary;no;4987;no;no;cellular;9;feb;253;21;-1;0;unknown;yes
41;management;married;primary;no;5310;yes;no;cellular;17;nov;984;1;-1;0;unknown;yes
53;admin.;married;secondary;no;10541;no;no;cellular;9;feb;164;2;92;1;success;yes
32;technician;married;secondary;no;473;no;yes;cellular;7;may;292;3;-1;0;unknown;yes
42;blue-collar;married;secondary;no;443;yes;no;unknown;2;jun;671;5;-1;0;unknown;yes
28;self-employed;single;tertiary;no;159;no;no;cellular;14;oct;246;2;420;2;other;yes
47;housemaid;married;secondary;no;3940;yes;no;cellular;5;aug;226;3;97;2;failure;yes
30;technician;married;tertiary;no;569;no;no;cellular;27;aug;976;12;-1;0;unknown;yes
30;student;single;unknown;no;4468;no;no;cellular;2;feb;204;1;-1;0;unknown;yes
30;services;single;secondary;no;-158;yes;no;cellular;12;may;426;1;370;2;failure;yes
31;management;single;secondary;no;202;yes;no;cellular;8;jul;167;1;62;1;failure;yes
63;entrepreneur;married;secondary;no;3904;no;no;telephone;4;aug;250;2;187;2;success;yes
43;technician;divorced;unknown;no;4389;no;no;cellular;8;apr;618;1;-1;0;unknown;yes
35;management;single;tertiary;no;1756;no;no;cellular;20;aug;195;1;-1;0;unknown;yes
63;admin.;married;secondary;no;0;yes;no;cellular;31;aug;253;5;-1;0;unknown;yes
28;admin.;single;secondary;no;-170;no;yes;cellular;10;jul;720;2;-1;0;unknown;yes
25;technician;single;secondary;no;7103;yes;no;cellular;28;may;188;3;10;1;failure;yes
24;student;single;secondary;no;597;yes;no;cellular;20;apr;943;3;-1;0;unknown;yes
50;entrepreneur;married;tertiary;no;-168;yes;no;cellular;23;jul;1327;2;-1;0;unknown;yes
52;blue-collar;married;secondary;no;-519;yes;no;unknown;9;jun;442;8;-1;0;unknown;yes
41;management;single;tertiary;no;1982;no;no;cellular;21;nov;558;1;-1;0;unknown;yes
31;unemployed;divorced;tertiary;no;756;no;no;cellular;20;jul;355;2;-1;0;unknown;yes
28;management;single;tertiary;no;9314;no;no;cellular;2;jul;276;2;-1;0;unknown;yes
28;self-employed;single;tertiary;no;2503;no;no;cellular;25;may;426;1;-1;0;unknown;yes
47;management;divorced;tertiary;no;12026;yes;no;telephone;27;oct;251;1;-1;0;unknown;yes
36;management;single;secondary;no;1511;yes;no;cellular;16;nov;270;1;-1;0;unknown;yes
66;retired;married;secondary;no;203;no;no;cellular;18;jan;353;1;195;1;success;yes
31;admin.;married;secondary;no;879;yes;no;cellular;13;may;394;1;-1;0;unknown;yes
28;admin.;single;secondary;no;261;yes;yes;cellular;9;sep;259;2;98;4;success;yes
43;technician;married;secondary;no;136;no;no;cellular;25;aug;363;7;-1;0;unknown;yes
39;management;divorced;tertiary;no;224;no;no;cellular;5;apr;208;1;-1;0;unknown;yes
31;management;married;tertiary;no;131;no;no;cellular;18;feb;332;2;-1;0;unknown;yes
56;services;single;secondary;no;-40;yes;no;cellular;15;may;311;1;368;2;failure;yes
57;retired;married;primary;no;9367;no;no;cellular;11;feb;981;1;90;6;success;yes
24;student;single;secondary;no;1234;no;no;cellular;21;jul;314;1;156;2;success;yes
43;technician;married;tertiary;no;0;no;no;cellular;4;aug;1488;2;-1;0;unknown;yes
29;student;single;tertiary;no;5;no;no;cellular;15;jul;889;5;-1;0;unknown;yes
39;services;married;secondary;no;25;yes;yes;cellular;12;may;658;1;351;3;failure;yes
27;technician;single;secondary;yes;0;no;yes;cellular;8;jul;732;1;-1;0;unknown;yes
29;technician;single;secondary;no;825;no;no;cellular;25;jun;472;2;-1;0;unknown;yes
57;blue-collar;married;secondary;no;1540;yes;no;cellular;17;nov;564;1;-1;0;unknown;yes
77;retired;married;secondary;no;638;no;no;cellular;7;aug;453;1;-1;0;unknown;yes
39;unemployed;single;secondary;no;-114;yes;no;cellular;3;feb;372;1;-1;0;unknown;yes
47;blue-collar;married;secondary;no;1568;yes;no;cellular;21;may;226;3;91;8;success;yes
36;housemaid;married;primary;no;78;yes;no;telephone;30;jul;2692;9;-1;0;unknown;yes
32;management;single;tertiary;no;520;no;no;cellular;3;feb;443;2;-1;0;unknown;yes
30;self-employed;single;tertiary;no;3343;no;no;cellular;1;jun;235;1;-1;0;unknown;yes
40;blue-collar;married;secondary;no;1451;no;no;cellular;30;sep;117;1;121;1;success;yes
46;management;married;unknown;no;2466;no;no;telephone;1;apr;216;3;370;1;failure;yes
27;blue-collar;married;unknown;no;409;yes;no;cellular;18;may;525;1;-1;0;unknown;yes
39;management;single;tertiary;no;2454;yes;no;cellular;4;may;716;3;263;2;failure;yes
44;technician;single;secondary;no;1679;no;no;telephone;20;oct;718;1;-1;0;unknown;yes
28;services;single;secondary;no;168;no;no;cellular;1;jun;347;3;140;2;success;yes
40;unemployed;single;tertiary;no;72;no;no;cellular;30;apr;463;1;-1;0;unknown;yes
54;technician;divorced;secondary;no;2156;yes;no;cellular;3;feb;261;1;195;4;failure;yes
34;management;married;tertiary;no;158;no;no;cellular;9;mar;212;3;181;6;success;yes
50;blue-collar;married;primary;no;4108;yes;no;cellular;7;aug;526;2;-1;0;unknown;yes
47;unemployed;married;secondary;no;926;no;no;cellular;14;aug;436;1;403;5;success;yes
45;blue-collar;married;secondary;no;1144;yes;no;unknown;22;oct;676;1;-1;0;unknown;yes
38;management;single;tertiary;no;455;yes;no;cellular;19;feb;255;2;555;6;success;yes
23;student;single;secondary;no;0;no;no;cellular;30;apr;297;1;83;6;success;yes
36;management;married;tertiary;no;4069;no;no;cellular;21;nov;517;1;-1;0;unknown;yes
37;unemployed;married;secondary;no;1978;no;no;cellular;11;mar;335;1;-1;0;unknown;yes
32;self-employed;single;tertiary;no;386;yes;no;cellular;18;nov;482;1;-1;0;unknown;yes
24;student;single;tertiary;no;235;no;no;cellular;9;feb;98;1;92;1;success;yes
30;student;single;secondary;no;48;no;no;cellular;25;feb;217;1;191;2;success;yes
32;admin.;single;secondary;no;212;no;no;cellular;7;jul;830;5;-1;0;unknown;yes
43;self-employed;divorced;secondary;no;347;no;no;cellular;19;nov;1468;3;-1;0;unknown;yes
34;admin.;married;secondary;no;155;no;no;cellular;5;feb;696;2;-1;0;unknown;yes
31;technician;married;tertiary;no;3338;yes;no;cellular;21;dec;264;2;-1;0;unknown;yes
18;student;single;unknown;no;108;no;no;cellular;9;feb;92;1;183;1;success;yes
33;management;married;tertiary;no;273;yes;no;unknown;16;may;803;1;-1;0;unknown;yes
61;retired;married;secondary;no;86;no;no;cellular;25;jan;639;1;94;1;success;yes
49;services;married;primary;no;1830;yes;no;cellular;13;aug;261;1;179;1;success;yes
43;management;married;tertiary;no;240;yes;no;cellular;16;apr;453;1;-1;0;unknown;yes
76;retired;married;tertiary;no;2991;no;no;cellular;22;oct;344;1;183;1;success;yes
19;student;single;unknown;no;5368;no;no;cellular;4;may;77;6;-1;0;unknown;no
51;blue-collar;married;secondary;no;548;no;no;cellular;22;aug;511;4;-1;0;unknown;no
41;services;married;secondary;no;0;yes;no;unknown;5;may;114;2;-1;0;unknown;no
30;admin.;married;secondary;no;401;no;no;cellular;19;nov;50;1;-1;0;unknown;no
45;blue-collar;married;primary;no;377;no;no;cellular;28;aug;26;23;-1;0;unknown;no
45;blue-collar;married;secondary;no;2;no;no;cellular;26;aug;105;10;-1;0;unknown;no
36;unemployed;single;tertiary;no;577;yes;no;unknown;30;may;155;1;-1;0;unknown;no
46;self-employed;married;secondary;no;390;yes;no;cellular;31;jul;208;2;-1;0;unknown;no
50;blue-collar;divorced;primary;no;15;yes;no;cellular;12;may;173;2;350;7;failure;no
34;management;married;tertiary;no;832;no;no;cellular;8;aug;229;4;-1;0;unknown;no
38;entrepreneur;married;secondary;no;0;yes;yes;cellular;17;nov;258;1;-1;0;unknown;no
31;services;single;tertiary;no;1025;no;no;unknown;20;may;72;3;-1;0;unknown;no
57;services;divorced;primary;no;2225;yes;no;cellular;18;may;8;4;-1;0;unknown;no
29;technician;single;tertiary;no;183;yes;yes;cellular;6;may;64;1;343;2;failure;no
47;management;married;tertiary;no;5049;no;no;cellular;22;aug;47;7;-1;0;unknown;no
33;technician;married;tertiary;no;236;yes;no;cellular;11;jul;203;1;-1;0;unknown;no
51;blue-collar;divorced;primary;no;57;yes;yes;cellular;7;may;355;1;-1;0;unknown;no
48;retired;married;tertiary;no;4;no;yes;cellular;23;jul;70;5;-1;0;unknown;no
58;admin.;married;secondary;no;749;yes;no;unknown;14;may;151;2;-1;0;unknown;no
28;technician;single;secondary;no;1241;no;no;cellular;24;jul;343;1;-1;0;unknown;no
38;technician;married;tertiary;no;0;no;no;unknown;12;jun;112;2;-1;0;unknown;no
42;technician;married;secondary;no;2152;no;no;cellular;1;oct;161;1;92;6;failure;no
55;unemployed;married;tertiary;no;457;yes;no;unknown;5;jun;61;3;-1;0;unknown;no
44;blue-collar;married;primary;no;-312;yes;no;unknown;20;jun;22;3;-1;0;unknown;no
67;unknown;married;tertiary;no;7687;no;no;telephone;30;oct;70;3;-1;0;unknown;no
25;management;single;tertiary;no;289;no;no;cellular;5;jun;604;1;-1;0;unknown;no
31;management;married;tertiary;no;392;no;no;cellular;26;aug;119;3;-1;0;unknown;no
58;unemployed;divorced;primary;no;414;no;no;cellular;29;jan;267;1;-1;0;unknown;no
49;management;married;tertiary;no;322;no;no;cellular;6;aug;72;4;-1;0;unknown;no
45;services;married;secondary;yes;144;no;no;cellular;18;jul;95;8;-1;0;unknown;no
49;technician;divorced;secondary;no;229;no;no;cellular;8;aug;219;2;-1;0;unknown;no
51;blue-collar;married;primary;no;440;no;no;cellular;11;aug;46;5;-1;0;unknown;no
60;blue-collar;married;secondary;no;196;no;no;unknown;20;jun;583;3;-1;0;unknown;no
38;blue-collar;married;secondary;no;395;yes;no;cellular;8;may;83;1;367;2;failure;no
69;retired;divorced;secondary;no;1806;no;no;cellular;1;jul;148;2;-1;0;unknown;no
36;management;married;tertiary;no;909;yes;yes;cellular;25;jul;250;3;-1;0;unknown;no
35;blue-collar;married;secondary;no;-701;yes;yes;cellular;7;may;531;3;-1;0;unknown;no
37;management;married;tertiary;no;7100;no;no;cellular;20;nov;757;2;-1;0;unknown;no
41;admin.;married;secondary;no;752;no;yes;cellular;8;may;86;4;-1;0;unknown;no
61;management;married;tertiary;no;0;yes;yes;cellular;1;apr;158;1;115;2;failure;no
30;self-employed;single;tertiary;no;48;no;no;cellular;27;may;144;2;187;1;failure;no
41;services;single;primary;no;5907;yes;no;cellular;7;may;198;1;167;5;failure;no
